Institution,Country/territory
DMRV Duna Menti Regionális Vízmű Zrt.,Hungary
University of Miskolc,Hungary
Semilab Inc.,Hungary
Hungarian Solar Physics Foundation (HSPF),Hungary
Gene Design Ltd.,Hungary
Hungarian Institute for Forensic Sciences (HIFS),Hungary
Aperus Pharma Co. Ltd.,Hungary
Péterfy Hospital,Hungary
Ferencváros Health Center,Hungary
Óbuda University,Hungary
Hungarian Natural History Museum (MTM),Hungary
Szent György Hospital,Hungary
Proteoscientia Kutatási és Fejlesztési Kft,Hungary
B. Johan National Centerfor Epidemiology (NCE),Hungary
ThalesNano Inc.,Hungary
Aggtelek National Park Directorate (ANPI),Hungary
Miskolc Semmelweis Hospital and University Hospital,Hungary
National Public Health Center (NPHC),Hungary
Heim Pal Childrens Hospital,Hungary
Auro-Science Consulting Kft,Hungary
Single-Cell Technologies Ltd.,Hungary
Ministry of Human Capacities (EMMI),Hungary
University of Sopron,Hungary
"Ásatárs Kulturális, Régészeti Szolgáltató és Kereskedelmi Limited",Hungary
Rippl-Rónai Museum,Hungary
Rómer Flóris Museum of Art and History,Hungary
Jósa András Museum,Hungary
Kuny Domokos Museum,Hungary
István Dobó Castle Museum,Hungary
Savaria Múzeum,Hungary
Hungarian National Museum (HNM),Hungary
Damjanich János Múzeum,Hungary
non-affiliated author contributions,Hungary
Kecskeméti Katona József Múzeum (KKJM),Hungary
Wosinsky Mór County Museum,Hungary
University of Iceland,Iceland
Icelandic Heart Association (IHA),Iceland
Ministry for the Environment and Natural Resources,Iceland
Icelandic Institute of Natural History,Iceland
Directorate of Health,Iceland
Reykjavik University,Iceland
Innovation Center Iceland,Iceland
The Environment Agency of Iceland,Iceland
Agricultural University of Iceland (AUI),Iceland
The Blood Bank,Iceland
Læknasetrið,Iceland
Primary Health Care of the Capital Area,Iceland
Akureyri Hospital,Iceland
Landsvirkjun,Iceland
Iceland Ministry of Industries and Innovation (MII),Iceland
Reykjavík Energy,Iceland
Hitaveita Suðurnesja,Iceland
Icelandic Cancer Society (ICS),Iceland
National Museum of Iceland,Iceland
Heilsuklasinn,Iceland
Health Care Institution of West Iceland (HVE),Iceland
Indian Institute of Science (IISc),India
Homi Bhabha National Institute (HBNI),India
Council of Scientific and Industrial Research (CSIR),India
Indian Institute of Technology Bombay (IIT Bombay),India
Tata Institute of Fundamental Research (TIFR),India
Indian Institute of Science Education and Research Kolkata (IISER Kolkata),India
Indian Institute of Technology Madras (IIT Madras),India
Indian Institute of Technology Kanpur (IIT Kanpur),India
Indian Institute of Science Education and Research Pune (IISER Pune),India
Indian Association for the Cultivation of Science (IACS),India
Indian Institute of Science Education and Research Bhopal (IISER Bhopal),India
Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR),India
Indian Institute of Science Education and Research Mohali (IISER Mohali),India
Academy of Scientific and Innovative Research (AcSIR),India
Indian Institute of Technology Guwahati (IIT Guwahati),India
Indian Institute of Technology Delhi (IIT Delhi),India
Indian Institute of Technology Kharagpur (IIT Kharagpur),India
Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM),India
India Department of Space (DOS),India
University of Hyderabad (UoH),India
Institute of Nano Science and Technology (INST),India
Indian Institute of Technology Ropar (IIT Ropar),India
Indian Institute of Technology Roorkee (IIT Roorkee),India
Department of Atomic Energy (DAE),India
Indian Institute of Technology Indore (IIT Indore),India
Indian Institute of Technology Gandhinagar (IIT Gandhinagar),India
India Ministry of Science and Technology,India
University of Delhi (DU),India
Indian Institute of Technology Hyderabad (IITH),India
S. N. Bose National Centre for Basic Sciences (SNBNCBS),India
Jadavpur University (JU),India
Indian Institute of Technology Mandi (IIT Mandi),India
Indian Institute of Science Education and Research Tirupati (IISER Tirupati),India
Birla Institute of Technology and Science (BITS Pilani),India
Chennai Mathematical Institute (CMI),India
Banaras Hindu University (BHU),India
Jawaharlal Nehru University (JNU),India
Shiv Nadar University (SNU),India
University of North Bengal (NBU),India
Inter-University Centre for Astronomy and Astrophysics (IUCAA),India
UGC-DAE Consortium for Scientific Research,India
India Ministry of Earth Science (MoES),India
Visva-Bharati University,India
Indian Institute of Technology Jodhpur (IIT Jodhpur),India
"Indian Institute of Technology (Banaras Hindu University), Varanasi (IIT BHU)",India
National Institute of Technology Rourkela (NITR),India
"Indian Institute of Technology - Indian School of Mines, Dhanbad (IIT-ISM)",India
Manipal Academy of Higher Education (MAHE),India
University of Calcutta (CU),India
SRM Institute of Science and Technology,India
Tezpur University,India
Vellore Institute of Technology (VIT University),India
Institute for Stem Cell Biology and Regenerative Medicine (inStem),India
Centre of Biomedical Research (CBMR),India
Institute of Chemical Technology (ICT) Mumbai,India
Regional Centre for Biotechnology (RCB),India
Indian Institute of Astrophysics (IIA),India
"National Institute of Technology, Durgapur (NITDGP)",India
University of Burdwan,India
Pondicherry University,India
Savitribai Phule Pune University (SPPU),India
Indian Institute of Technology Jammu (IIT Jammu),India
Charotar University of Science and Technology (CHARUSAT),India
Sardar Vallabhbhai National Institute of Technology (SVNIT),India
Central University of Himachal Pradesh (CUHP),India
Gandhigram Rural Institute,India
Centre for DNA Fingerprinting and Diagnostics (CDFD),India
University of Kalyani,India
Amity University,India
University of Madras,India
"SRM University, Andhra Pradesh",India
Panjab University (PU),India
National Institute of Pharmaceutical Education and Research Mohali (NIPER Mohali),India
North-Eastern Hill University (NEHU),India
Siksha O Anusandhan University (SOA),India
Institute of Life Sciences (ILS),India
National Institute of Plant Genome Research (NIPGR),India
GLA University,India
National Institute of Technology Calicut (NITC),India
Sikkim University,India
Indian Statistical Institute (ISI),India
Ashoka University,India
National Brain Research Centre (NBRC),India
"Indraprastha Institute of Information Technology, Delhi (IIIT-Delhi)",India
National Centre for Earth Science Studies (NCESS),India
Thapar Institute of Engineering and Technology,India
Cotton University,India
National Centre for Polar and Ocean Research (NCPOR),India
Central University of Tamil Nadu (CUTN),India
Ahmedabad University (AU),India
Central University of Punjab Bathinda (CUPB),India
Ramakrishna Mission Vivekananda University,India
Pandit Deendayal Petroleum University (PDPU),India
National Institute of Technology Patna (NITP),India
Maharaja Sayajirao University of Baroda (MSU),India
Assam University (AUS),India
Bharathidasan University (BDU),India
Malaviya National Institute of Technology Jaipur (MNIT Jaipur),India
National Institute of Pharmaceutical Education and Research (NIPER-Hyderabad),India
Indian Institute of Technology Bhubaneswar (IIT-BBS),India
Birbal Sahni Institute of Palaeobotany (BSIP),India
Bose Institute,India
Jamia Millia Islamia (JMI),India
Government General Degree College,India
Cooch Behar Panchanan Barma University (CBPBU),India
University of Kashmir,India
Aliah University,India
"International Institute of Information Technology, Hyderabad (IIIT-Hyderabad)",India
Indian Institute of Technology Patna (IIT Patna),India
Dr. B. R. Ambedkar National Institute of Technology Jalandhar (NITJ),India
National Institute of Technology Agartala (NITA),India
Sir Parashurambhau College,India
Indira Gandhi National Tribal University (IGNTU),India
Indian Institute of Management Bangalore (IIMB),India
South Asian University (SAU),India
Raman Research Institute (RRI),India
Indian Council of Medical Research (ICMR),India
University of Gour Banga (UGB),India
Jain University (JU),India
Gurukula Kangri Vishwavidyalaya (GKV),India
National Centre for Cell Science (NCCS),India
JIS University,India
University of Rajasthan,India
Chandernagore College,India
Anna University (AU),India
Azim Premji University,India
Andhra University,India
Christian Medical College and Hospital (CMC Vellore),India
Sarat Centenary College,India
Gujarat University,India
Vidyasagar University,India
Presidency University,India
Tata Group,India
National Institute of Technology Kurukshetra (NIT Kurukshetra),India
"Maulana Abul Kalam Azad University of Technology, West Bengal (MAKAUT, WB)",India
National Institute of Technology Manipur (NIT Manipur),India
Sardar Patel University (SPU),India
Maharaja Agrasen University (MAU),India
Indian Institute of Technology Bhilai (IIT Bhilai),India
Wildlife Institute of India,India
Rajiv Gandhi Institute of Petroleum Technology (RGIPT),India
National Defence Academy (NDA),India
National Institute of Technology Karnataka (NITK),India
"National Institute of Technology, Silchar (NIT Silchar)",India
Delhi Technological University (DTU),India
Amrita Vishwa Vidyapeetham (Amrita University),India
Sri Ramachandra Institute of Higher Education and Research (SRIHER),India
Alagappa University,India
SASTRA University,India
University of Petroleum and Energy Studies (UPES),India
Gauhati University,India
National Centre for Disease Control (NCDC),India
Handique Girls' College,India
"Jawaharlal Nehru Technological University, Kakinada (JNTU Kakinada)",India
National Institute of Technology Tiruchirappalli (NIT Trichy),India
Bangalore University,India
Hooghly Mohsin College,India
Mizoram University,India
Dr. Reddy's Laboratories Ltd.,India
Punjabi University,India
Jamia Hamdard,India
Cluster University Srinagar (CUS),India
Goa University,India
Babasaheb Bhimrao Ambedkar University (BBAU),India
Indian Council of Agricultural Research (ICAR),India
Doon University,India
University of Calicut,India
ESIC Medical College and Postgraduate Institute of Medical Sciences and Research (ESI-PGIMSR),India
non-affiliated author contributions,India
Indian Institute of Science Education and Research Berhampur (IISER Berhampur),India
All India Institutes of Medical Sciences (AIIMS),India
Punjab Technical University (PTU),India
Imgenex India Pvt.Ltd.,India
Guru Nanak Dev University (GNDU),India
Institute of Liver and Biliary Sciences (ILBS),India
"Sam Higginbottom University of Agriculture, Technology and Sciences (SHUATS)",India
Ashoka Trust for Research in Ecology and the Environment (ATREE),India
Y.R.G. CARE,India
Mahatma Gandhi University (MG University),India
Netaji Subhas University of Technology (NSUT),India
Infectious Diseases & Beleghata General Hospital (ID&BG),India
St. Anthony’s College,India
St. Joseph's College,India
Indian Institute of Technology Tirupati (IIT Tirupati),India
Sidho Kanho Birsha University (SKBU),India
Telangana State Pollution Control Board,India
Sathyabama Institute of Science and Technology,India
Ramananda Centenary College,India
"United College of Engineering and Research, Greater Noida",India
Dr. A.P.J. Abdul Kalam Technical University (AKTU),India
West Bengal State University (WBSU),India
Mahatma Gandhi Kashi Vidyapith,India
Heritage Institute of Technology (HIT-K),India
Guru Nanak Institute of Pharmaceutical Science and Technology (GNIPST),India
Indus University,India
M. S. Engineering College (MSEC),India
Jalpaiguri Government Engineering College,India
"Government General Degree College, Kharagpur-II",India
Kazi Nazrul University,India
Rajiv Gandhi University of Health Sciences (RGUHS),India
University of Jammu,India
Centre for Nano and Soft Matter Sciences,India
Bennett University,India
LV Prasad Eye Institute (LVPEI),India
Inter-University Accelerator Centre (IUAC),India
Guru Jambheshwar University of Science and Technology,India
Dayananda Sagar Institutions (DSI),India
International Crops Research Institute for the Semi-Arid Tropics (ICRISAT),India
Manipur University,India
MNJ Institute of Oncology and Regional Cancer Centre (MNJIO&RCC),India
Anthem Biosciences Private Limited,India
Serum Institute of India Ltd. (SII),India
University of Mumbai,India
Sri Venkateswara University (SVU),India
Dr. Harisingh Gour University (Sagar University),India
West Bengal University of Health Sciences (WBUHS),India
Bugworks Research India Pvt. Ltd.,India
Bangabasi Morning College,India
Gandhi Institute of Technology and Management (GITAM),India
St. Xavier’s College,India
Chandigarh University,India
"Government College, Kariavattom",India
The Energy and Resources Institute (TERI),India
Kumbalathu Sankupillai Memorial Devaswom Board College (KSMDB College),India
Assam Don Bosco University,India
Kharagpur College,India
NITTE University,India
Aligarh Muslim University (AMU),India
Tata Trusts,India
St. John's National Academy of Health Sciences,India
Darjeeling Government College,India
Defence Research and Development Organisation (DRDO),India
Cooch Behar Government Engineering College (CGEC),India
Banasthali University,India
Indian Institute of Technology Palakkad (IIT PKD),India
Visvesvaraya Technological University (VTU),India
PSG Institute of Technology and Applied Research (PSG iTech),India
India Ministry of Health and Family Welfare,India
Kurukshetra University (KUK),India
Pandit Prithi Nath College (PPN College),India
Space Education and Research Foundation (SERF),India
Government of Andhra Pradesh,India
Akashmitra Mandal,India
Aurigene Discovery Technologies Limited,India
The University of Trans-disciplinary Health Sciences and Technology (TDU),India
Kasturba Hospital,India
Cochin University of Science and Technology (CUSAT),India
University of Lucknow,India
Symbiosis International University (SIU),India
Patna University,India
Raghunathpur College,India
Shivaji University,India
Narsee Monjee Institute of Management Studies (NMIMS),India
Microsoft Research (India),India
Magadh University,India
Madanapalle Institute of Technology and Science (MITS),India
Tata Memorial Centre (TMC),India
Mahavir Cancer Sansthan and Research Centre,India
PSG and Sons Charities Trust,India
Centre for Policy Research (CPR),India
Amdavad Municipal Corporation (AMC),India
Surat Municipal Corporation (SMC),India
Urban Health and Climate Resilience Center of Excellence (UHCRCE),India
Indian Forest Service,India
Kalinga Institute of Industrial Technology (KIIT University),India
TCG CREST,India
Utkal University,India
Indian Institute of Space Science and Technology (IIST),India
Hindustan Institute of Technology and Science (HITS),India
National Institute of Mental Health and Neuroscience (NIMHANS),India
Central University of Karnataka (CUK),India
Tablets (India) Ltd.,India
St. Stephen's College,India
Institute of Engineering and Management (IEM),India
Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU),India
Sanjay Gandhi Postgraduate Institute of Medical Sciences (SGPGIMS),India
National Institute of Science and Technology (NIST),India
Kalasalingam Academy of Research and Education (KARE),India
PhiXgen Pvt. Ltd.,India
National Institution for Transforming India Aayog (NITI Aayog),India
